logged_utc,date,player,market,side,line,src,open_odds,now_odds,move_pct,verdict,confidence,line_moved,fade_side,fade_price,captures
2026-08-09T05:57:59Z,2026-08-08,Arike Ogunbowale,pts,Over,16.5,flip_paper,1.79,1.78,-0.6,BET (steady),bet now 81%,,,,3
2026-08-09T05:57:59Z,2026-08-08,Azura Stevens,pra,Over,21.5,cascade,1.75,1.75,0.0,BET (steady),ok 85%,,,,3
2026-08-09T05:57:59Z,2026-08-08,Laura Juskaite,pra,Over,20.5,cascade,1.75,1.75,0.0,BET (steady),ok 85%,,,,3
2026-08-09T05:57:59Z,2026-08-08,Nyara Sabally,pra,Over,19.5,cascade,1.75,1.75,0.0,BET (steady),ok 85%,,,,3
2026-08-09T05:57:59Z,2026-08-08,Maria Conde,pra,Over,20.5,cascade,1.75,1.75,0.0,BET (steady),ok 85%,,,,3
2026-08-09T05:57:59Z,2026-08-08,Isabelle Harrison,pra,Over,14.5,cascade,1.75,1.75,0.0,BET (steady),ok 85%,,,,3
2026-08-09T05:57:59Z,2026-08-08,NaLyssa Smith,pts,Under,15.5,newunder,1.75,1.75,0.0,BET (steady),NO READ (new line),,,,1
2026-08-09T05:57:59Z,2026-08-08,Dewanna Bonner,pra,Over,20.5,overshoot,2.0,2.0,0.0,BET (steady),NO READ (new line),,,,1
2026-08-09T07:16:32Z,2026-08-09,NaLyssa Smith,pts,Under,15.5,newunder,1.77,1.77,0.0,BET (steady),NO READ (new line),,,,1
2026-08-09T07:16:32Z,2026-08-09,Natasha Howard,pts,Under,11.5,newunder,1.95,1.95,0.0,BET (steady),NO READ (new line),,,,1
2026-08-09T07:16:32Z,2026-08-09,Kayla McBride,pts,Over,14.5,flip_paper,1.69,1.69,0.0,BET (steady),NO READ (new line),,,,1
2026-08-09T07:16:32Z,2026-08-09,Kamilla Cardoso,pts,Under,14.5,newunder,1.73,1.73,0.0,BET (steady),NO READ (new line),,,,1
2026-08-09T07:16:32Z,2026-08-09,Dominique Malonga,pts,Under,19.5,newunder,1.73,1.73,0.0,BET (steady),NO READ (new line),,,,1
2026-08-09T07:16:32Z,2026-08-09,Breanna Stewart,pts,Over,21.5,flip_paper,1.84,1.84,0.0,BET (steady),NO READ (new line),,,,1
2026-08-09T07:16:32Z,2026-08-09,Jonquel Jones,pts,Under,14.5,newunder,1.76,1.76,0.0,BET (steady),NO READ (new line),,,,1
2026-08-09T07:16:32Z,2026-08-09,Sabrina Ionescu,pts,Over,19.5,flip_paper,1.88,1.88,0.0,BET (steady),NO READ (new line),,,,1
2026-08-09T07:16:32Z,2026-08-09,Kelsey Plum,ast,Over,4.5,flip,1.67,1.67,0.0,BET (steady),NO READ (new line),,,,1
2026-08-09T07:16:32Z,2026-08-09,Alyssa Thomas,pts,Over,14.5,flip_paper,1.87,1.87,0.0,BET (steady),NO READ (new line),,,,1
2026-08-09T07:16:32Z,2026-08-09,Shakira Austin,pts,Over,17.5,flip_paper,1.9,1.9,0.0,BET (steady),NO READ (new line),,,,1
2026-08-09T07:16:32Z,2026-08-09,Arike Ogunbowale,pts,Over,16.5,flip_paper,1.78,1.78,0.0,BET (steady),NO READ (new line),,,,1
2026-08-09T07:16:32Z,2026-08-09,Jessica Shepard,pts,Under,13.5,newunder,1.94,1.94,0.0,BET (steady),NO READ (new line),,,,1
2026-08-09T07:16:32Z,2026-08-09,Paige Bueckers,pts,Under,20.5,newunder,1.77,1.77,0.0,BET (steady),NO READ (new line),,,,1
2026-08-09T07:16:32Z,2026-08-09,Nneka Ogwumike,pts,Over,14.5,flip_paper,2.0,2.0,0.0,BET (steady),NO READ (new line),,,,1
2026-08-09T07:16:32Z,2026-08-09,Erica Wheeler,pts,Over,8.5,flip_paper,2.0,2.0,0.0,BET (steady),NO READ (new line),,,,1
2026-08-09T07:16:32Z,2026-08-09,Dearica Hamby,pts,Over,13.5,flip_paper,2.0,2.0,0.0,BET (steady),NO READ (new line),,,,1
2026-08-09T07:16:32Z,2026-08-09,Ariel Atkins,pts,Over,8.5,flip_paper,1.8,1.8,0.0,BET (steady),NO READ (new line),,,,1
2026-08-09T07:16:32Z,2026-08-09,Azura Stevens,pra,Over,21.5,cascade,1.75,1.75,0.0,BET (steady),NO READ (new line),,,,1
2026-08-09T07:16:32Z,2026-08-09,Courtney Vandersloot,pra,Over,17.5,cascade,1.75,1.75,0.0,BET (steady),NO READ (new line),,,,1
2026-08-09T07:16:32Z,2026-08-09,Natasha Cloud,pra,Over,20.5,cascade,1.75,1.75,0.0,BET (steady),NO READ (new line),,,,1
2026-08-09T07:16:32Z,2026-08-09,Laura Juskaite,pra,Over,20.5,cascade,1.75,1.75,0.0,BET (steady),NO READ (new line),,,,1
2026-08-09T07:16:32Z,2026-08-09,Nyara Sabally,pra,Over,19.5,cascade,1.75,1.75,0.0,BET (steady),NO READ (new line),,,,1
2026-08-09T07:16:32Z,2026-08-09,Maria Conde,pra,Over,20.5,cascade,1.75,1.75,0.0,BET (steady),NO READ (new line),,,,1
2026-08-09T07:16:32Z,2026-08-09,Isabelle Harrison,pra,Over,14.5,cascade,1.75,1.75,0.0,BET (steady),NO READ (new line),,,,1
2026-08-09T07:16:32Z,2026-08-09,Dewanna Bonner,pra,Over,20.5,overshoot,2.0,2.0,0.0,BET (steady),NO READ (new line),,,,1
2026-08-09T09:56:41Z,2026-08-09,Natasha Howard,pts,Under,11.5,newunder,1.95,2.0,2.6,SKIP-drift,WAIT 70%,,Over,1.769,2
2026-08-09T09:56:41Z,2026-08-09,Kayla McBride,pts,Over,15.5,flip_paper,1.952,1.952,0.0,BET (steady),NO READ (new line),14.5->15.5,,,1
2026-08-09T09:56:41Z,2026-08-09,Kamilla Cardoso,pts,Under,14.5,newunder,1.73,1.73,0.0,BET (steady),ok 85%,,,,2
2026-08-09T09:56:41Z,2026-08-09,Dominique Malonga,pts,Under,19.5,newunder,1.73,1.73,0.0,BET (steady),ok 85%,,,,2
2026-08-09T09:56:41Z,2026-08-09,Sabrina Ionescu,pts,Over,19.5,flip_paper,1.88,1.9,1.1,SKIP-drift,WAIT 70%,,Under,1.8,2
2026-08-09T09:56:41Z,2026-08-09,Kelsey Plum,ast,Over,4.5,flip,1.67,1.604,-4.0,BET (money agrees),BET NOW 93%,,,,2
2026-08-09T09:56:41Z,2026-08-09,Arike Ogunbowale,pts,Over,16.5,flip_paper,1.78,1.8,1.1,SKIP-drift,WAIT 70%,,Under,1.952,2
2026-08-09T09:56:41Z,2026-08-09,Jessica Shepard,pts,Under,13.5,newunder,1.94,1.909,-1.6,BET (money agrees),bet now 81%,,,,2
2026-08-09T09:56:41Z,2026-08-09,Paige Bueckers,pts,Under,19.5,newunder,2.0,2.0,0.0,BET (steady),NO READ (new line),20.5->19.5,,,1
2026-08-09T09:56:41Z,2026-08-09,Nneka Ogwumike,pts,Over,14.5,flip_paper,2.0,2.0,0.0,BET (steady),ok 85%,,,,2
2026-08-09T09:56:41Z,2026-08-09,Erica Wheeler,pts,Over,8.5,flip_paper,2.0,1.952,-2.4,BET (money agrees),bet now 81%,,,,2
2026-08-09T09:56:41Z,2026-08-09,Dearica Hamby,pts,Over,13.5,flip_paper,2.0,2.0,0.0,BET (steady),ok 85%,,,,2
2026-08-09T09:56:41Z,2026-08-09,Ariel Atkins,pts,Over,8.5,flip_paper,1.8,1.8,0.0,BET (steady),ok 85%,,,,2
2026-08-09T09:56:41Z,2026-08-09,Azura Stevens,pra,Over,21.5,cascade,1.75,1.75,0.0,BET (steady),ok 85%,,,,2
2026-08-09T09:56:41Z,2026-08-09,Courtney Vandersloot,pra,Over,17.5,cascade,1.75,1.75,0.0,BET (steady),ok 85%,,,,2
2026-08-09T09:56:41Z,2026-08-09,Natasha Cloud,pra,Over,20.5,cascade,1.75,1.75,0.0,BET (steady),ok 85%,,,,2
2026-08-09T09:56:41Z,2026-08-09,Laura Juskaite,pra,Over,20.5,cascade,1.75,1.75,0.0,BET (steady),ok 85%,,,,2
2026-08-09T09:56:41Z,2026-08-09,Nyara Sabally,pra,Over,19.5,cascade,1.75,1.75,0.0,BET (steady),ok 85%,,,,2
2026-08-09T09:56:41Z,2026-08-09,Maria Conde,pra,Over,20.5,cascade,1.75,1.75,0.0,BET (steady),ok 85%,,,,2
2026-08-09T09:56:41Z,2026-08-09,Isabelle Harrison,pra,Over,14.5,cascade,1.75,1.75,0.0,BET (steady),ok 85%,,,,2
2026-08-09T09:56:41Z,2026-08-09,Dewanna Bonner,pra,Over,20.5,overshoot,2.0,2.0,0.0,BET (steady),ok 85%,,,,2
2026-08-09T09:56:41Z,2026-08-09,Shakira Austin,pra,Over,29.5,overshoot,1.87,1.87,0.0,BET (steady),NO READ (new line),,,,1
2026-08-09T10:52:31Z,2026-08-09,Natasha Howard,pts,Under,12.5,newunder,1.85,1.85,0.0,BET (steady),NO READ (new line),11.5->12.5,,,1,0.0
2026-08-09T10:52:31Z,2026-08-09,Kayla McBride,pts,Over,14.5,flip_paper,1.69,1.68,-0.6,BET (steady),bet now 81%,,,,2,3.6
2026-08-09T10:52:31Z,2026-08-09,Kamilla Cardoso,pts,Under,14.5,newunder,1.73,1.73,0.0,BET (steady),ok 85%,,,,3,3.6
2026-08-09T10:52:31Z,2026-08-09,Dominique Malonga,pts,Under,19.5,newunder,1.73,1.73,0.0,BET (steady),ok 85%,,,,3,3.6
2026-08-09T10:52:31Z,2026-08-09,Sabrina Ionescu,pts,Over,19.5,flip_paper,1.88,1.9,1.1,SKIP-drift,WAIT 70%,,Under,1.8,3,3.6
2026-08-09T10:52:31Z,2026-08-09,Kelsey Plum,ast,Over,4.5,flip,1.67,1.604,-4.0,BET (money agrees),BET NOW 93%,,,,3,3.6
2026-08-09T10:52:31Z,2026-08-09,Arike Ogunbowale,pts,Over,15.5,flip_paper,1.75,1.75,0.0,BET (steady),NO READ (new line),16.5->15.5,,,1,0.0
2026-08-09T10:52:31Z,2026-08-09,Jessica Shepard,pts,Under,13.5,newunder,1.94,2.0,3.1,SKIP-drift,WAIT 70%,,Over,1.72,3,3.6
2026-08-09T10:52:31Z,2026-08-09,Paige Bueckers,pts,Under,20.5,newunder,1.77,1.73,-2.3,BET (money agrees),bet now 81%,,,,2,3.6
2026-08-09T10:52:31Z,2026-08-09,Nneka Ogwumike,pts,Over,14.5,flip_paper,2.0,1.75,-12.5,BET (money agrees),BET NOW 93%,,,,3,3.6
2026-08-09T10:52:31Z,2026-08-09,Dearica Hamby,pts,Over,14.5,flip_paper,1.75,1.75,0.0,BET (steady),NO READ (new line),13.5->14.5,,,1,0.0
2026-08-09T10:52:31Z,2026-08-09,Ariel Atkins,pts,Over,8.5,flip_paper,1.8,1.8,0.0,BET (steady),ok 85%,,,,3,3.6
2026-08-09T10:52:31Z,2026-08-09,Azura Stevens,pra,Over,21.5,cascade,1.75,1.75,0.0,BET (steady),ok 85%,,,,3,3.6
2026-08-09T10:52:31Z,2026-08-09,Courtney Vandersloot,pra,Over,17.5,cascade,1.75,1.75,0.0,BET (steady),ok 85%,,,,3,3.6
2026-08-09T10:52:31Z,2026-08-09,Natasha Cloud,pra,Over,20.5,cascade,1.75,1.75,0.0,BET (steady),ok 85%,,,,3,3.6
2026-08-09T10:52:31Z,2026-08-09,Laura Juskaite,pra,Over,20.5,cascade,1.75,1.75,0.0,BET (steady),ok 85%,,,,3,3.6
2026-08-09T10:52:31Z,2026-08-09,Nyara Sabally,pra,Over,19.5,cascade,1.75,1.75,0.0,BET (steady),ok 85%,,,,3,3.6
2026-08-09T10:52:31Z,2026-08-09,Maria Conde,pra,Over,20.5,cascade,1.75,1.75,0.0,BET (steady),ok 85%,,,,3,3.6
2026-08-09T10:52:31Z,2026-08-09,Isabelle Harrison,pra,Over,14.5,cascade,1.75,1.75,0.0,BET (steady),ok 85%,,,,3,3.6
2026-08-09T10:52:31Z,2026-08-09,Dewanna Bonner,pra,Over,20.5,overshoot,2.0,2.0,0.0,BET (steady),ok 85%,,,,3,3.6
2026-08-09T10:52:31Z,2026-08-09,Shakira Austin,pra,Over,29.5,overshoot,1.87,1.87,0.0,BET (steady),ok 85%,,,,2,0.9
2026-08-09T10:52:31Z,2026-08-09,Olivia Miles,pts,Under,19.5,newunder,1.95,1.95,0.0,BET (steady),NO READ (new line),,,,1,0.0
2026-08-09T10:52:31Z,2026-08-09,Janelle Salaun,pts,Under,11.5,newunder,2.05,2.05,0.0,BET (steady),NO READ (new line),,,,1,0.0
