game_id,player,side,tpm,tpa
401537460,DiDi Richards,away,1,3
401537460,Tyasha Harris,home,0,2
401537460,DiJonai Carrington,home,0,1
401537460,Epiphanny Prince,away,0,1
401537460,Rebecca Allen,home,1,2
401537460,Han Xu,away,1,4
401537460,Tiffany Hayes,home,1,1
401537460,Betnijah Laney,away,1,1
401537460,Jayla Everett,home,1,2
401537460,Jocelyn Willoughby,away,0,1
401537460,Caitlin Bickle,home,0,1
401537460,Stephanie Mawuli,away,1,2
401537460,Ashten Prechtel,home,1,3
401537461,AD Durr,away,2,7
401537461,Ariel Atkins,home,1,1
401537461,Amanda Zahui B.,home,1,3
401537461,Nia Coffey,away,1,3
401537461,Leigha Brown,away,0,1
401537461,Shatori Walker-Kimbrough,home,1,4
401537461,Aari McDonald,away,1,5
401537461,Tianna Hawkins,home,1,3
401537461,Haley Jones,away,1,1
401537461,Elena Delle Donne,home,1,1
401537461,Li Meng,home,1,1
401537461,Danielle Robinson,away,0,2
401537461,Brittney Sykes,home,0,1
401537461,Allisha Gray,away,1,3
401537461,Jazmine Jones,home,0,1
401537461,Emily Engstler,home,1,2
401537461,Elena Tsineke,home,0,3
401535139,Lexie Brown,away,1,4
401535139,Moriah Jefferson,home,1,4
401535139,Diana Taurasi,home,1,4
401535139,Brittney Griner,home,0,1
401535139,Kadi Sissoko,home,1,4
401535139,Zia Cooke,away,2,4
401535139,Yang Liwei,away,2,2
401535139,Jennie Simms,home,0,2
401535139,Nneka Ogwumike,away,0,2
401535139,Rae Burrell,away,0,2
401535139,Destiny Slocum,home,0,4
401535139,Layshia Clarendon,away,1,1
401535139,Crystal Bradford,away,0,1
401535139,Sophie Cunningham,home,1,1
401535139,Joyner Holmes,away,0,1
401535139,Chiney Ogwumike,away,0,1
401535139,Megan Gustafson,home,0,1
401535139,Evina Westbrook,home,1,3
401537462,Teaira McCowan,away,1,2
401537462,Arike Ogunbowale,away,2,9
401537462,Satou Sabally,away,1,5
401537462,Veronica Burton,away,3,4
401537462,Lexie Hull,home,1,2
401537462,Natasha Howard,away,1,3
401537462,NaLyssa Smith,home,4,6
401537462,Awak Kuier,away,0,2
401537462,Maddy Siegrist,away,0,2
401537462,Kristy Wallace,home,1,2
401537462,Ashley Joens,away,1,1
401537462,Kelsey Mitchell,home,4,8
401537462,Charli Collier,away,0,1
401537462,Erica Wheeler,home,0,1
401525954,Alanna Smith,away,0,3
401525954,Dana Evans,away,1,3
401525954,Kayla McBride,home,3,6
401525954,Robyn Parks,away,4,6
401525954,Rachel Banham,home,3,6
401525954,Rebekah Gardner,away,0,1
401525954,Tiffany Mitchell,home,1,1
401525954,Damiris Dantas,home,1,2
401525954,Diamond Miller,home,0,2
401525954,Bridget Carleton,home,0,1
401525954,Kahleah Copper,away,0,2
401525954,Courtney Williams,away,0,1
401525954,Morgan Bertsch,away,0,2
401525954,Kayana Traylor,away,3,6
401545052,Sabrina Ionescu,away,3,5
401545052,Candace Parker,home,1,4
401545052,Jackie Young,home,1,3
401545052,Kelsey Plum,home,2,5
401545052,Chelsea Gray,home,2,5
401545052,Stefanie Dolson,away,0,2
401545052,Betnijah Laney,away,3,3
401545052,Alysha Clark,home,1,2
401545052,Breanna Stewart,away,1,6
401545052,DiDi Richards,away,0,1
401545052,Kayla Thornton,away,0,1
401545052,Jonquel Jones,away,0,3
401545052,Alexis Peterson,home,0,1
401545052,Jocelyn Willoughby,away,2,4
401545052,A'ja Wilson,home,1,1
401545052,Epiphanny Prince,away,1,1
401545052,Kierstan Bell,home,2,3
401545052,Stephanie Mawuli,away,1,2
401545052,Cayla George,home,0,1
401545052,Han Xu,away,0,1
401537464,Tiffany Hayes,away,1,2
401537464,Natisha Hiedeman,away,1,4
401537464,Rhyne Howard,home,0,3
401537464,Rebecca Allen,away,0,3
401537464,Tyasha Harris,away,0,1
401537464,AD Durr,home,2,5
401537464,Allisha Gray,home,0,2
401537464,Aari McDonald,home,2,3
401537464,Naz Hillmon,home,0,1
401537464,Leigha Brown,home,0,1
401537464,Danielle Robinson,home,0,1
401537464,Nia Coffey,home,0,2
401537464,DiJonai Carrington,away,2,4
401537464,Lauren Cox,away,1,1
401507130,Erica Wheeler,home,0,1
401507130,NaLyssa Smith,home,0,3
401507130,Natisha Hiedeman,away,2,4
401507130,Victoria Vivians,home,0,4
401507130,Kelsey Mitchell,home,4,9
401507130,Rebecca Allen,away,1,2
401507130,Lexie Hull,home,0,1
401507130,Tyasha Harris,away,0,2
401507130,DeWanna Bonner,away,1,5
401507130,Maya Caldwell,home,1,3
401507130,Kristy Wallace,home,1,2
401507130,Tiffany Hayes,away,0,3
401507130,Aliyah Boston,home,0,1
401507131,Jonquel Jones,away,1,3
401507131,Ariel Atkins,home,1,4
401507131,Courtney Vandersloot,away,0,5
401507131,Breanna Stewart,away,0,5
401507131,Elena Delle Donne,home,1,1
401507131,Brittney Sykes,home,1,3
401507131,Shatori Walker-Kimbrough,home,0,2
401507131,Tianna Hawkins,home,0,3
401507131,Betnijah Laney,away,2,3
401507131,Sabrina Ionescu,away,2,8
401507131,Stefanie Dolson,away,0,1
401507131,Natasha Cloud,home,1,6
401507131,Epiphanny Prince,away,0,1
401507131,Kristi Toliver,home,2,3
401507131,Kayla Thornton,away,2,3
401507131,Han Xu,away,0,1
401507132,Kayla McBride,home,2,7
401507132,Rachel Banham,home,0,3
401507132,Napheesa Collier,home,1,4
401507132,Diamond Miller,home,0,2
401507132,Courtney Williams,away,1,5
401507132,Dana Evans,away,0,3
401507132,Aerial Powers,home,0,1
401507132,Alanna Smith,away,3,3
401507132,Tiffany Mitchell,home,1,1
401507132,Bridget Carleton,home,2,4
401507132,Rebekah Gardner,away,2,3
401507132,Morgan Bertsch,away,0,1
401507132,Marina Mabrey,away,0,3
401507132,Kahleah Copper,away,2,3
401507133,Moriah Jefferson,away,2,5
401507133,Diana Taurasi,away,1,10
401507133,Jordin Canada,home,0,3
401507133,Lexie Brown,home,3,4
401507133,Karlie Samuelson,home,2,2
401507133,Layshia Clarendon,home,1,3
401507133,Zia Cooke,home,2,2
401507133,Evina Westbrook,away,0,2
401507133,Chiney Ogwumike,home,1,3
401507133,Michaela Onyenwere,away,2,3
401507133,Joyner Holmes,home,0,2
401507133,Dearica Hamby,home,0,1
401507133,Nneka Ogwumike,home,0,1
401507133,Sug Sutton,away,1,1
401507135,Rhyne Howard,away,5,13
401507135,Arike Ogunbowale,home,5,16
401507135,Aari McDonald,away,2,7
401507135,Natasha Howard,home,2,5
401507135,Allisha Gray,away,0,5
401507135,Crystal Dangerfield,home,0,2
401507135,AD Durr,away,2,4
401507135,Awak Kuier,home,0,1
401507135,Satou Sabally,home,3,4
401507135,Veronica Burton,home,0,1
401507135,Cheyenne Parker,away,0,1
401507135,Haley Jones,away,0,1
401507135,Maddy Siegrist,home,0,1
401507135,Teaira McCowan,home,0,1
401507135,Nia Coffey,away,1,2
401507134,Jewell Loyd,home,3,7
401507134,Candace Parker,away,1,2
401507134,Kia Nurse,home,0,1
401507134,Kelsey Plum,away,3,5
401507134,Kaila Charles,home,0,1
401507134,Jackie Young,away,3,4
401507134,Sami Whitcomb,home,0,5
401507134,Chelsea Gray,away,0,2
401507134,Ezi Magbegor,home,0,2
401507134,Ivana Dojkic,home,1,1
401507134,Alysha Clark,away,2,3
401507134,Arella Guirantes,home,1,2
401507134,Yvonne Turner,home,0,1
401507134,Kierstan Bell,away,1,1
401507134,Cayla George,away,1,1
401507136,Natisha Hiedeman,home,0,3
401507136,DeWanna Bonner,home,1,5
401507136,Tiffany Hayes,home,1,3
401507136,Ariel Atkins,away,0,5
401507136,Amanda Zahui B.,away,1,3
401507136,Rebecca Allen,home,2,5
401507136,Shatori Walker-Kimbrough,away,0,3
401507136,Kristi Toliver,away,1,3
401507136,Elena Delle Donne,away,1,3
401507136,Natasha Cloud,away,0,3
401507136,Tianna Hawkins,away,0,1
401507136,Tyasha Harris,home,1,2
401507137,Breanna Stewart,home,6,7
401507137,Victoria Vivians,away,1,2
401507137,Betnijah Laney,home,1,3
401507137,Sabrina Ionescu,home,3,5
401507137,NaLyssa Smith,away,1,1
401507137,Lexie Hull,away,0,5
401507137,Emma Cannon,away,1,1
401507137,Epiphanny Prince,home,1,3
401507137,Jonquel Jones,home,2,2
401507137,Kelsey Mitchell,away,1,6
401507137,Courtney Vandersloot,home,1,2
401507137,Stefanie Dolson,home,0,1
401507137,Kristy Wallace,away,1,2
401507137,Maya Caldwell,away,0,2
401507137,Kayla Thornton,home,0,1
401507137,Erica Wheeler,away,0,1
401507137,Han Xu,home,0,2
401507137,Jocelyn Willoughby,home,0,1
401507138,Dana Evans,away,1,3
401507138,Sophie Cunningham,home,0,1
401507138,Courtney Williams,away,2,5
401507138,Moriah Jefferson,home,1,1
401507138,Diana Taurasi,home,2,8
401507138,Michaela Onyenwere,home,0,1
401507138,Kahleah Copper,away,2,2
401507138,Evina Westbrook,home,0,1
401507138,Robyn Parks,away,0,1
401507138,Rebekah Gardner,away,1,2
401507138,Alanna Smith,away,0,2
401507138,Sug Sutton,home,1,1
401507138,Brittney Griner,home,1,1
401507139,Natisha Hiedeman,away,2,6
401507139,DeWanna Bonner,away,1,5
401507139,Brittney Sykes,home,3,5
401507139,Ariel Atkins,home,1,4
401507139,Tiffany Hayes,away,3,6
401507139,Rebecca Allen,away,0,2
401507139,Amanda Zahui B.,home,0,1
401507139,Kristi Toliver,home,0,5
401507139,Natasha Cloud,home,1,5
401507139,Tyasha Harris,away,1,2
401507139,Tianna Hawkins,home,1,3
401507139,Elena Delle Donne,home,2,3
401507139,Shatori Walker-Kimbrough,home,0,1
401507139,Brionna Jones,away,1,1
401507140,Allisha Gray,away,3,6
401507140,Aari McDonald,away,1,6
401507140,Rhyne Howard,away,1,4
401507140,AD Durr,away,1,4
401507140,Tiffany Mitchell,home,0,1
401507140,Naz Hillmon,away,0,1
401507140,Aerial Powers,home,0,1
401507140,Dorka Juhasz,home,0,2
401507140,Nia Coffey,away,1,3
401507140,Kayla McBride,home,2,7
401507140,Nikolina Milic,home,1,1
401507140,Lindsay Allen,home,1,2
401507140,Napheesa Collier,home,2,3
401507140,Diamond Miller,home,0,2
401507141,Lexie Brown,home,2,4
401507141,Candace Parker,away,2,4
401507141,Chelsea Gray,away,2,3
401507141,Kelsey Plum,away,1,4
401507141,Kiah Stokes,away,0,1
401507141,Joyner Holmes,home,0,2
401507141,Karlie Samuelson,home,3,6
401507141,Layshia Clarendon,home,1,3
401507141,Jackie Young,away,4,7
401507141,Alysha Clark,away,2,4
401507141,A'ja Wilson,away,0,1
401507141,Chiney Ogwumike,home,0,1
401507141,Jordin Canada,home,1,2
401507141,Zia Cooke,home,0,1
401507142,Michaela Onyenwere,home,2,2
401507142,Diamond Miller,away,0,4
401507142,Lindsay Allen,away,1,3
401507142,Diana Taurasi,home,4,9
401507142,Napheesa Collier,away,0,2
401507142,Sophie Cunningham,home,3,8
401507142,Tiffany Mitchell,away,0,2
401507142,Sug Sutton,home,1,3
401507142,Rachel Banham,away,0,1
401507142,Bridget Carleton,away,1,4
401507142,Moriah Jefferson,home,3,5
401507142,Dorka Juhasz,away,0,1
401507142,Aerial Powers,away,1,1
401507142,Evina Westbrook,home,0,1
401507143,Kahleah Copper,home,0,3
401507143,Marina Mabrey,home,2,6
401507143,Ariel Atkins,away,0,3
401507143,Elena Delle Donne,away,3,5
401507143,Brittney Sykes,away,0,2
401507143,Shatori Walker-Kimbrough,away,1,3
401507143,Courtney Williams,home,3,3
401507143,Alanna Smith,home,0,1
401507143,Li Meng,away,1,1
401507143,Dana Evans,home,1,6
401507143,Amanda Zahui B.,away,1,2
401507143,Kristi Toliver,away,1,1
401507143,Robyn Parks,home,0,1
401507144,Kia Nurse,home,6,11
401507144,Satou Sabally,away,1,5
401507144,Crystal Dangerfield,away,3,5
401507144,Jewell Loyd,home,4,9
401507144,Arike Ogunbowale,away,3,6
401507144,Jordan Horston,home,0,1
401507144,Sami Whitcomb,home,1,2
401507144,Ivana Dojkic,home,0,1
401507144,Veronica Burton,away,1,2
401507144,Natasha Howard,away,0,1
401507144,Ezi Magbegor,home,0,1
401507144,Kaila Charles,home,0,1
401507144,Jasmine Dickey,away,0,1
401507145,Tiffany Hayes,away,2,5
401507145,Sabrina Ionescu,home,4,8
401507145,DeWanna Bonner,away,2,5
401507145,Natisha Hiedeman,away,2,7
401507145,Rebecca Allen,away,0,3
401507145,Tyasha Harris,away,2,2
401507145,Betnijah Laney,home,0,1
401507145,Leigha Brown,away,0,1
401507145,Breanna Stewart,home,3,6
401507145,Courtney Vandersloot,home,2,3
401507145,Stefanie Dolson,home,0,2
401507145,Han Xu,home,0,1
401507146,Kelsey Plum,home,3,9
401507146,Jackie Young,home,2,3
401507146,Chelsea Gray,home,2,4
401507146,Candace Parker,home,1,3
401507146,Nneka Ogwumike,away,1,1
401507146,Lexie Brown,away,1,5
401507146,Alysha Clark,home,1,5
401507146,Rae Burrell,away,0,3
401507146,Dearica Hamby,away,0,1
401507146,Joyner Holmes,away,2,3
401507146,Nia Clouden,away,1,3
401507146,Karlie Samuelson,away,3,4
401507146,A'ja Wilson,home,0,1
401507146,Zia Cooke,away,0,2
401507146,Cayla George,home,0,4
401507146,Kierstan Bell,home,0,2
401507147,NaLyssa Smith,away,3,5
401507147,Erica Wheeler,away,3,4
401507147,Allisha Gray,home,3,6
401507147,Rhyne Howard,home,4,8
401507147,Kelsey Mitchell,away,2,8
401507147,Nia Coffey,home,1,1
401507147,Aari McDonald,home,1,3
401507147,Lexie Hull,away,0,2
401507147,Kristy Wallace,away,2,3
401507147,Maya Caldwell,away,0,2
401507147,Victoria Vivians,away,1,2
401507147,Grace Berger,away,0,1
401507147,Cheyenne Parker,home,0,1
401507147,AD Durr,home,0,2
401507148,Crystal Dangerfield,away,1,4
401507148,Arike Ogunbowale,away,4,11
401507148,Natasha Howard,away,2,4
401507148,Alanna Smith,home,1,5
401507148,Marina Mabrey,home,3,6
401507148,Maddy Siegrist,away,2,2
401507148,Dana Evans,home,1,3
401507148,Veronica Burton,away,0,5
401507148,Kahleah Copper,home,0,3
401507148,Courtney Williams,home,1,2
401507148,Ashley Joens,away,0,1
401507148,Satou Sabally,away,1,2
401507149,Jackie Young,home,4,8
401507149,Napheesa Collier,away,1,5
401507149,Diamond Miller,away,0,1
401507149,Chelsea Gray,home,3,4
401507149,Tiffany Mitchell,away,2,3
401507149,Candace Parker,home,1,5
401507149,Kelsey Plum,home,1,9
401507149,Alysha Clark,home,3,7
401507149,Rachel Banham,away,4,7
401507149,A'ja Wilson,home,0,1
401507149,Aerial Powers,away,0,1
401507149,Bridget Carleton,away,0,3
401507149,Kierstan Bell,home,1,4
401507149,Nikolina Milic,away,0,1
401507149,Cayla George,home,1,1
401507150,Marina Mabrey,away,1,2
401507150,Courtney Williams,away,0,3
401507150,Nia Coffey,home,1,2
401507150,Kahleah Copper,away,2,3
401507150,Cheyenne Parker,home,0,2
401507150,Monique Billings,home,0,1
401507150,Robyn Parks,away,1,3
401507150,Rhyne Howard,home,2,4
401507150,Aari McDonald,home,1,1
401507150,Dana Evans,away,1,4
401507150,Sika Kone,away,0,1
401507150,Alanna Smith,away,1,2
401507150,Haley Jones,home,1,1
401507150,AD Durr,home,0,1
401507151,Tiffany Hayes,home,3,4
401507151,NaLyssa Smith,away,0,4
401507151,Natisha Hiedeman,home,2,4
401507151,Kelsey Mitchell,away,3,5
401507151,Tyasha Harris,home,0,2
401507151,Victoria Vivians,away,0,1
401507151,Rebecca Allen,home,0,1
401507151,Erica Wheeler,away,0,5
401507151,DeWanna Bonner,home,0,5
401507151,Kristy Wallace,away,0,2
401507151,DiJonai Carrington,home,2,5
401507151,Maya Caldwell,away,0,1
401507151,Aliyah Boston,away,1,1
401507151,Lexie Hull,away,0,1
401507152,Diamond Miller,away,1,1
401507152,Arike Ogunbowale,home,2,6
401507152,Kayla McBride,away,4,5
401507152,Satou Sabally,home,3,7
401507152,Tiffany Mitchell,away,1,1
401507152,Rachel Banham,away,2,6
401507152,Natasha Howard,home,2,5
401507152,Awak Kuier,home,0,1
401507152,Napheesa Collier,away,1,2
401507152,Aerial Powers,away,0,3
401507152,Veronica Burton,home,0,2
401507152,Crystal Dangerfield,home,1,2
401507153,Breanna Stewart,away,1,3
401507153,Betnijah Laney,away,0,2
401507153,Jonquel Jones,away,1,2
401507153,Sabrina Ionescu,away,6,11
401507153,Jordan Horston,home,0,1
401507153,Jewell Loyd,home,3,7
401507153,Courtney Vandersloot,away,0,3
401507153,Kayla Thornton,away,1,3
401507153,Kia Nurse,home,1,4
401507153,Sami Whitcomb,home,3,5
401507153,Nyara Sabally,away,0,1
401507153,Ezi Magbegor,home,0,1
401507154,DeWanna Bonner,away,2,7
401507154,Napheesa Collier,home,3,6
401507154,Tiffany Hayes,away,1,5
401507154,Natisha Hiedeman,away,2,7
401507154,Kayla McBride,home,0,6
401507154,Tyasha Harris,away,0,2
401507154,Rachel Banham,home,3,3
401507154,Tiffany Mitchell,home,0,1
401507154,Bridget Carleton,home,1,3
401507154,Dorka Juhasz,home,1,1
401507154,Rebecca Allen,away,2,2
401507157,Courtney Vandersloot,away,0,4
401507157,Kahleah Copper,home,2,4
401507157,Marina Mabrey,home,3,6
401507157,Jonquel Jones,away,1,3
401507157,Alanna Smith,home,4,4
401507157,Sabrina Ionescu,away,1,5
401507157,Breanna Stewart,away,3,8
401507157,Marine Johannes,away,0,2
401507157,Courtney Williams,home,1,2
401507157,Dana Evans,home,1,3
401507157,Nyara Sabally,away,1,1
401507157,Betnijah Laney,away,1,1
401507157,Kayla Thornton,away,2,2
401507155,Crystal Dangerfield,away,0,3
401507155,Natasha Howard,away,2,8
401507155,Brittney Sykes,home,1,3
401507155,Ariel Atkins,home,3,6
401507155,Satou Sabally,away,3,10
401507155,Veronica Burton,away,2,2
401507155,Arike Ogunbowale,away,2,9
401507155,Elena Delle Donne,home,3,6
401507155,Kristi Toliver,home,0,3
401507155,Li Meng,home,1,1
401507155,Tianna Hawkins,home,0,1
401507155,Natasha Cloud,home,0,2
401507155,Amanda Zahui B.,home,0,1
401507156,Candace Parker,away,1,6
401507156,Nia Coffey,home,1,2
401507156,A'ja Wilson,away,0,1
401507156,Allisha Gray,home,1,2
401507156,Aari McDonald,home,1,3
401507156,Kelsey Plum,away,0,3
401507156,Alysha Clark,away,3,4
401507156,Haley Jones,home,0,2
401507156,Rhyne Howard,home,2,6
401507156,Kiah Stokes,away,1,2
401507156,Jackie Young,away,1,3
401507156,Chelsea Gray,away,0,2
401507156,Cheyenne Parker,home,2,3
401507156,AD Durr,home,3,4
401507158,Layshia Clarendon,away,0,1
401507158,Jordin Canada,away,2,8
401507158,Diana Taurasi,home,4,7
401507158,Chiney Ogwumike,away,0,2
401507158,Sophie Cunningham,home,0,5
401507158,Michaela Onyenwere,home,2,5
401507158,Lexie Brown,away,3,7
401507158,Shey Peddy,home,0,1
401507158,Brittney Griner,home,0,2
401507158,Karlie Samuelson,away,1,2
401507158,Zia Cooke,away,2,2
401507158,Sug Sutton,home,2,3
401507158,Megan Gustafson,home,0,1
401507158,Dearica Hamby,away,0,1
401507158,Nneka Ogwumike,away,0,1
401507159,Brittney Sykes,home,2,7
401507159,Elena Delle Donne,home,0,1
401507159,Tiffany Mitchell,away,1,2
401507159,Shatori Walker-Kimbrough,home,0,1
401507159,Natasha Cloud,home,2,7
401507159,Kayla McBride,away,4,11
401507159,Aerial Powers,away,0,1
401507159,Li Meng,home,1,3
401507159,Myisha Hines-Allen,home,0,2
401507159,Rachel Banham,away,2,3
401507159,Ariel Atkins,home,4,8
401507159,Napheesa Collier,away,0,2
401507159,Tianna Hawkins,home,0,1
401507159,Dorka Juhasz,away,1,3
401507159,Lindsay Allen,away,1,2
401507160,Yvonne Turner,away,1,1
401507160,Nneka Ogwumike,home,0,1
401507160,Lexie Brown,home,4,10
401507160,Kia Nurse,away,1,3
401507160,Jordan Horston,away,0,1
401507160,Sami Whitcomb,away,0,3
401507160,Karlie Samuelson,home,1,2
401507160,Jewell Loyd,away,8,12
401507160,Jordin Canada,home,1,4
401507160,Ezi Magbegor,away,2,2
401507160,Jade Melbourne,away,1,2
401507160,Layshia Clarendon,home,1,1
401507161,Satou Sabally,away,2,6
401507161,Crystal Dangerfield,away,2,4
401507161,Natisha Hiedeman,home,0,4
401507161,Veronica Burton,away,2,3
401507161,Natasha Howard,away,3,6
401507161,Arike Ogunbowale,away,0,5
401507161,DeWanna Bonner,home,3,7
401507161,Tiffany Hayes,home,2,3
401507161,Brionna Jones,home,0,1
401507161,Awak Kuier,away,0,2
401507161,Rebecca Allen,home,0,1
401507162,Kahleah Copper,away,5,8
401507162,Sabrina Ionescu,home,0,3
401507162,Courtney Vandersloot,home,1,2
401507162,Courtney Williams,away,1,2
401507162,Marina Mabrey,away,0,3
401507162,Alanna Smith,away,0,3
401507162,Breanna Stewart,home,1,4
401507162,Robyn Parks,away,3,5
401507162,Betnijah Laney,home,0,3
401507162,Nyara Sabally,home,1,2
401507162,Kristine Anigwe,away,0,1
401507162,Marine Johannes,home,1,4
401507162,Kayla Thornton,home,1,3
401507162,Jonquel Jones,home,1,2
401507163,Lexie Hull,home,0,2
401507163,Chelsea Gray,away,2,5
401507163,Candace Parker,away,0,2
401507163,Erica Wheeler,home,3,3
401507163,Jackie Young,away,1,3
401507163,Kelsey Plum,away,0,6
401507163,Victoria Vivians,home,2,4
401507163,Kelsey Mitchell,home,5,7
401507163,Alysha Clark,away,1,3
401507163,NaLyssa Smith,home,0,2
401507163,A'ja Wilson,away,0,2
401507163,Kristy Wallace,home,1,1
401507164,DeWanna Bonner,home,1,4
401507164,Natisha Hiedeman,home,2,6
401507164,Chelsea Gray,away,2,4
401507164,DiJonai Carrington,home,1,5
401507164,Rebecca Allen,home,6,8
401507164,Tyasha Harris,home,0,1
401507164,Tiffany Hayes,home,0,2
401507164,Kiah Stokes,away,0,1
401507164,Kelsey Plum,away,1,4
401507164,Jackie Young,away,0,3
401507164,Candace Parker,away,0,2
401507164,Brionna Jones,home,0,1
401507164,Alysha Clark,away,1,1
401507165,Courtney Williams,home,2,4
401507165,Lexie Hull,away,3,4
401507165,Alanna Smith,home,2,3
401507165,Kahleah Copper,home,1,5
401507165,Kelsey Mitchell,away,2,6
401507165,Dana Evans,home,3,5
401507165,Grace Berger,away,0,1
401507165,Marina Mabrey,home,1,2
401507165,Robyn Parks,home,0,1
401507165,Victoria Vivians,away,2,6
401507165,Kristy Wallace,away,2,3
401507166,Lexie Brown,away,3,5
401507166,Layshia Clarendon,away,1,1
401507166,Jewell Loyd,home,2,8
401507166,Sami Whitcomb,home,0,2
401507166,Jade Melbourne,home,0,2
401507166,Zia Cooke,away,0,2
401507166,Jordin Canada,away,1,2
401507166,Azura Stevens,away,0,2
401507166,Kia Nurse,home,0,2
401507166,Ezi Magbegor,home,1,2
401507166,Dearica Hamby,away,0,2
401507166,Jordan Horston,home,0,1
401507166,Ivana Dojkic,home,1,2
401507166,Karlie Samuelson,away,0,1
401507168,Satou Sabally,home,3,9
401507168,Sophie Cunningham,away,4,8
401507168,Diana Taurasi,away,2,13
401507168,Veronica Burton,home,0,2
401507168,Natasha Howard,home,0,4
401507168,Arike Ogunbowale,home,1,7
401507168,Shey Peddy,away,1,2
401507168,Sug Sutton,away,0,1
401507168,Odyssey Sims,home,0,1
401507169,DeWanna Bonner,home,5,7
401507169,Kelsey Plum,away,3,6
401507169,Natisha Hiedeman,home,1,4
401507169,DiJonai Carrington,home,0,1
401507169,Candace Parker,away,0,2
401507169,Chelsea Gray,away,2,3
401507169,Kierstan Bell,away,1,3
401507169,Tiffany Hayes,home,1,1
401507169,Alysha Clark,away,0,1
401507169,Rebecca Allen,home,1,1
401507169,Cayla George,away,2,4
401507169,Sydney Colson,away,1,1
401507170,Rhyne Howard,home,3,6
401507170,Sabrina Ionescu,away,8,13
401507170,Allisha Gray,home,1,2
401507170,Breanna Stewart,away,4,6
401507170,Marine Johannes,away,0,3
401507170,Courtney Vandersloot,away,0,1
401507170,Haley Jones,home,1,1
401507170,Jonquel Jones,away,1,3
401507170,AD Durr,home,0,2
401507170,Kayla Thornton,away,1,1
401507170,Cheyenne Parker,home,1,3
401507170,Stefanie Dolson,away,0,1
401507170,Nia Coffey,home,1,2
401507170,Nyara Sabally,away,0,1
401507170,Betnijah Laney,away,0,1
401507170,Taylor Mikesell,home,2,2
401507171,Michaela Onyenwere,away,0,3
401507171,Sug Sutton,away,0,3
401507171,Natasha Howard,home,1,5
401507171,Satou Sabally,home,1,6
401507171,Arike Ogunbowale,home,5,12
401507171,Sophie Cunningham,away,1,7
401507171,Odyssey Sims,home,1,3
401507171,Brittney Griner,away,0,1
401507171,Diana Taurasi,away,1,3
401507171,Shey Peddy,away,1,2
401507171,Veronica Burton,home,0,1
401507171,Maddy Siegrist,home,0,1
