game_id,player,team_id,side,starter,secs,mins,pts,fga,tpa,tpm,fta,nfoul,t3,t4,ftimes
401537457,Kiana Williams,8,home,0,143.0,2.38,1,0,0,0,2,0,,,
401537457,Brea Beal,8,home,0,1008.0,16.8,0,2,1,0,2,0,,,
401537458,Ashley Joens,3,home,0,351.0,5.85,0,1,1,0,0,1,,,1676
401537458,Kristine Anigwe,19,away,0,680.0,11.33,2,3,0,0,0,1,,,1100
401537458,Awak Kuier,3,home,0,525.0,8.75,0,1,1,0,0,1,,,2068
401537458,Maddy Siegrist,3,home,0,590.1,9.83,3,1,0,0,1,0,,,
401537458,Alanna Smith,19,away,0,616.0,10.27,6,3,1,0,2,1,,,628
401537458,Kahleah Copper,19,away,1,1762.0,29.37,16,10,2,0,4,4,1421.0,1958.0,681|945|1421|1958
401537458,Angel Baker,19,away,0,203.0,3.38,0,2,0,0,0,1,,,1162
401537458,Feyonda Fitzgerald,19,away,0,568.0,9.47,0,1,0,0,0,3,614.0,,470|535|614
401537458,Veronica Burton,3,home,1,1183.1,19.72,8,3,3,1,5,2,,,1256|1451
401537458,Crystal Dangerfield,3,home,0,1216.9,20.28,9,6,1,1,4,0,,,
401537458,James Wade technical,19,away,0,600.0,10.0,0,0,0,0,0,1,,,878
401537458,Jasmine Dickey,3,home,0,881.0,14.68,2,5,2,0,4,2,,,905|1519
401537458,Charli Collier,3,home,0,521.0,8.68,2,2,1,0,0,3,2026.0,,1085|1808|2026
401537458,Robyn Parks,19,away,0,106.0,1.77,0,0,0,0,0,0,,,
401537458,Isabelle Harrison,19,away,1,1418.0,23.63,12,9,2,2,2,4,878.0,1607.0,360|441|878|1607
401537458,Elizabeth Williams,19,away,1,1585.0,26.42,4,4,0,0,0,5,1328.0,2137.0,293|1296|1328|2137|2323
401537458,Kayana Traylor,19,away,0,488.0,8.13,0,2,1,0,0,1,,,1146
401537458,Abby Meyers,3,home,0,322.0,5.37,0,1,1,0,0,1,,,1023
401537458,Satou Sabally,3,home,0,998.9,16.65,8,4,2,1,2,1,,,1776
401537458,Teaira McCowan,3,home,1,1300.0,21.67,17,9,0,0,4,2,,,566|2282
401537458,Diamond DeShields,3,home,1,1249.0,20.82,5,4,1,0,4,0,,,
401537458,Kalani Brown,3,home,0,386.0,6.43,0,0,0,0,0,0,,,
401537458,Rebekah Gardner,19,away,0,1231.0,20.52,10,6,1,0,4,2,,,1564|1663
401537458,Morgan Bertsch,19,away,0,501.0,8.35,9,5,1,1,0,1,,,997
401537458,Arike Ogunbowale,3,home,1,1266.0,21.1,10,12,5,1,4,2,,,1290|1460
401537458,Natasha Howard,3,home,1,1210.0,20.17,11,9,2,0,4,3,1343.0,,112|154|1343
401537458,Dana Evans,19,away,1,1441.0,24.02,8,7,5,2,0,2,,,2051|2387
401537458,Courtney Williams,19,away,1,1401.0,23.35,4,5,0,0,0,0,,,
401537459,Kristine Anigwe,19,home,0,601.0,10.02,4,2,0,0,0,3,2319.0,,1977|2280|2319
401537459,Kayana Traylor steps,19,home,0,600.0,10.0,0,0,0,0,0,0,,,
401537459,Kelsey Mitchell,5,away,1,1215.0,20.25,9,6,2,1,2,0,,,
401537459,Alanna Smith,19,home,0,1265.0,21.08,9,12,5,1,2,1,,,1049
401537459,NaLyssa Smith,5,away,1,1032.0,17.2,4,3,1,0,0,1,,,725
401537459,Aliyah Boston,5,away,1,954.0,15.9,8,4,0,0,1,3,1464.0,,163|1351|1464
401537459,Feyonda Fitzgerald,19,home,0,817.0,13.62,2,1,0,0,0,1,,,454
401537459,Grace Berger,5,away,0,1334.1,22.23,4,3,0,0,0,0,,,
401537459,Angel Baker,19,home,0,225.0,3.75,0,0,0,0,0,0,,,
401537459,Destanni Henderson,5,away,0,751.9,12.53,4,4,2,0,2,1,,,375
401537459,Emma Cannon,5,away,0,696.0,11.6,5,4,1,1,0,2,,,568|1199
401537459,Kristy Wallace,5,away,1,1006.0,16.77,2,1,0,0,4,0,,,
401537459,Robyn Parks,19,home,0,896.0,14.93,3,3,1,1,0,0,,,
401537459,Queen Egbo,5,away,0,554.0,9.23,2,3,0,0,0,1,,,1957
401537459,Taylor Mikesell,5,away,0,833.0,13.88,5,4,2,1,0,1,,,887
401537459,Isabelle Harrison,19,home,1,1398.0,23.3,15,9,1,1,4,2,,,1101|1184
401537459,LaDazhia Williams,5,away,0,245.0,4.08,2,0,0,0,4,0,,,
401537459,Elizabeth Williams,19,home,1,232.0,3.87,1,1,0,0,2,1,,,192
401537459,Kayana Traylor,19,home,0,887.0,14.78,1,1,0,0,2,1,,,514
401537459,Victoria Vivians,5,away,1,1060.0,17.67,3,5,1,0,2,3,1427.0,,217|1022|1427
401537459,Anneli Maley,19,home,0,305.0,5.08,2,2,0,0,0,1,,,2163
401537459,Lexie Hull,5,away,0,1494.0,24.9,4,7,4,0,0,1,,,1601
401537459,Victaria Saxton,5,away,0,825.0,13.75,4,6,0,0,0,1,,,1987
401537459,Rebekah Gardner steps,19,home,1,1200.0,20.0,0,0,0,0,0,0,,,
401537459,Victaria Saxton personal,5,away,0,600.0,10.0,0,0,0,0,0,1,,,1907
401537459,Rebekah Gardner,19,home,1,1288.0,21.47,13,7,2,2,1,0,,,
401537459,Morgan Bertsch,19,home,0,1304.0,21.73,7,3,1,1,2,2,,,524|1932
401537459,Dana Evans,19,home,1,1358.0,22.63,12,9,4,2,0,3,1264.0,,197|873|1264
401537459,Courtney Williams,19,home,1,1424.0,23.73,12,7,2,2,0,2,,,1644|2095
401535138,Kadi Sissoko defensive 3-seconds (technical,,,0,0.0,0.0,0,0,0,0,0,1,,,1147
401535138,Yvonne Turner,14,home,1,864.0,14.4,5,1,1,1,2,1,,,1477
401535138,Dulcy Fankam Mendjiadeu,14,home,0,790.0,13.17,10,5,0,0,4,1,,,2079
401535138,Sophie Cunningham,11,away,1,712.0,11.87,2,3,2,0,2,4,661.0,1061.0,176|639|661|1061
401535138,Jade Loville,14,home,0,408.0,6.8,4,4,0,0,0,1,,,2394
401535138,Kadi Sissoko,11,away,0,1793.0,29.88,7,6,2,0,2,0,,,
401535138,Jewell Loyd,14,home,1,1053.0,17.55,8,7,5,2,3,0,,,
401535138,Arella Guirantes,14,home,0,671.0,11.18,3,5,3,0,2,3,2172.0,,849|2014|2172
401535138,Jade Melbourne,14,home,0,1188.0,19.8,6,7,1,0,2,0,,,
401535138,Sam Thomas,11,away,0,1210.0,20.17,8,6,4,2,0,2,,,554|1884
401535138,Brianna Turner,11,away,1,711.0,11.85,2,1,0,0,0,1,,,708
401535138,Sug Sutton,11,away,0,915.0,15.25,11,10,1,0,1,1,,,363
401535138,Madi Williams,14,home,0,666.0,11.1,2,3,2,0,0,2,,,1945|2043
401535138,Sami Whitcomb,14,home,0,756.0,12.6,2,4,3,0,0,1,,,1013
401535138,Kaila Charles,14,home,0,579.0,9.65,3,2,1,0,6,1,,,675
401535138,Megan Gustafson,11,away,1,1191.0,19.85,6,4,1,1,2,2,,,138|1491
401535138,Kia Nurse,14,home,1,955.0,15.92,5,8,4,1,2,1,,,267
401535138,Essence Booker,11,away,0,882.0,14.7,5,3,1,0,4,1,,,2273
401535138,Kadi Sissoko defensive,11,away,0,600.0,10.0,0,0,0,0,0,0,,,
401535138,Ezi Magbegor,14,home,1,1098.0,18.3,8,5,0,0,0,1,,,1473
401535138,Jasmine Walker,14,home,0,716.0,11.93,6,3,3,2,0,1,,,1705
401535138,Jordan Horston,14,home,0,731.0,12.18,5,4,0,0,2,2,,,667|1004
401535138,Michaela Onyenwere,11,away,0,464.0,7.73,4,2,0,0,0,0,,,
401535138,Diana Taurasi,11,away,1,651.0,10.85,10,9,5,2,1,0,,,
401535138,Jennie Simms,11,away,0,956.0,15.93,7,4,2,1,2,4,1992.0,2138.0,1313|1389|1992|2138
401535138,Theresa Plaisance,14,home,0,523.0,8.72,0,3,2,0,0,2,,,230|452
401535138,Liz Dixon,11,away,0,826.0,13.77,6,3,0,0,2,4,2110.0,2317.0,1668|1834|2110|2317
401535138,Mercedes Russell,14,home,1,1002.0,16.7,4,4,1,0,2,2,,,115|225
401535138,Moriah Jefferson,11,away,1,808.0,13.47,2,2,1,0,2,1,,,1095
401535138,Destiny Slocum,11,away,0,881.0,14.68,8,3,2,2,0,0,,,
401537460,Stefanie Dolson,9,away,1,1364.0,22.73,2,5,2,0,0,4,1311.0,1399.0,121|977|1311|1399
401537460,Rebecca Allen,18,home,1,1146.0,19.1,9,8,2,1,0,2,,,786|1190
401537460,Jocelyn Willoughby,9,away,0,911.0,15.18,1,1,1,0,2,2,,,949|1977
401537460,DiDi Richards,9,away,0,1006.0,16.77,5,3,3,1,2,0,,,
401537460,Caitlin Bickle,18,home,0,644.0,10.73,1,1,1,0,2,2,,,1771|1991
401537460,Stephanie Mawuli,9,away,0,600.0,10.0,5,3,2,1,0,1,,,2385
401537460,Epiphanny Prince,9,away,0,950.0,15.83,0,4,1,0,0,1,,,1609
401537460,Jayla Everett,18,home,0,516.0,8.6,3,3,2,1,0,1,,,1962
401537460,Olivia Nelson-Ododa,18,home,0,1214.0,20.23,9,7,0,0,3,2,,,1487|2126
401537460,Tiffany Hayes,18,home,1,728.0,12.13,6,3,1,1,2,1,,,71
401537460,Brionna Jones,18,home,1,1063.1,17.72,10,6,1,1,2,2,,,348|935
401537460,Alexis Morris,18,home,0,484.0,8.07,2,2,0,0,2,1,,,2037
401537460,Diamond Battles,18,home,0,344.0,5.73,2,1,0,0,2,0,,,
401537460,Morgan Green,9,away,0,600.0,10.0,2,2,0,0,0,2,,,1889|2055
401537460,Tyasha Harris,18,home,0,996.0,16.6,0,5,2,0,0,0,,,
401537460,Morgan Green steps,9,away,0,600.0,10.0,0,0,0,0,0,0,,,
401537460,Natisha Hiedeman,18,home,1,1010.0,16.83,7,9,4,1,0,1,,,463
401537460,Betnijah Laney,9,away,1,1207.0,20.12,5,5,1,1,0,1,,,294
401537460,Kayla Thornton,9,away,1,1218.0,20.3,6,5,4,2,0,0,,,
401537460,Sika Koné,9,away,0,681.0,11.35,10,2,0,0,8,3,2315.0,,1727|2153|2315
401537460,Nia Clouden,18,home,0,1168.0,19.47,3,0,0,0,4,0,,,
401537460,Han Xu,9,away,0,1036.0,17.27,8,7,4,1,2,2,,,446|711
401537460,Alyssa Thomas,18,home,1,1058.9,17.65,2,5,0,0,2,1,,,1162
401537460,Nyara Sabally,9,away,1,1085.0,18.08,7,3,0,0,4,3,1294.0,,108|521|1294
401537460,DiJonai Carrington,18,home,0,808.0,13.47,6,5,1,0,2,2,,,632|2306
401537460,Sabrina Ionescu,9,away,1,1342.0,22.37,6,7,4,2,0,2,,,159|681
401537460,Ashten Prechtel,18,home,0,820.0,13.67,3,6,3,1,0,4,1752.9,2391.9,1329|1338|1753|2392
401537461,Jazmine Jones,16,home,0,1040.0,17.33,6,5,1,0,0,2,,,2103|2389
401537461,Nia Coffey defensive 3-seconds (technical,,,0,0.0,0.0,0,0,0,0,0,1,,,2275
401537461,Shatori Walker-Kimbrough,16,home,0,1083.0,18.05,3,6,4,1,0,1,,,1507
401537461,Tianna Hawkins,16,home,0,1133.0,18.88,7,7,3,1,2,3,1906.0,,572|579|1906
401537461,Lorela Cubaj,20,away,0,904.0,15.07,8,3,0,0,2,2,,,1442|1970
401537461,Allisha Gray,20,away,1,1092.1,18.2,14,8,3,1,5,1,,,597
401537461,Leigha Brown,20,away,0,1138.9,18.98,4,5,1,0,0,0,,,
401537461,Natasha Cloud,16,home,1,1082.0,18.03,6,2,0,0,2,2,,,1324|1464
401537461,Li Meng,16,home,0,1085.0,18.08,6,4,1,1,1,0,,,
401537461,Elena Delle Donne,16,home,1,1197.0,19.95,17,9,1,1,4,3,1471.0,,840|918|1471
401537461,Laeticia Amihere,20,away,0,880.0,14.67,8,5,0,0,4,4,1219.0,1364.0,773|1215|1219|1364
401537461,Emily Engstler,16,home,0,808.0,13.47,11,6,2,1,2,3,2371.9,,1011|2126|2372
401537461,Brittney Sykes,16,home,1,1036.0,17.27,13,9,1,0,1,3,1422.0,,1373|1391|1422
401537461,Nia Coffey,20,away,1,1057.0,17.62,5,5,3,1,0,2,,,1156|1669
401537461,Emily Engstler defensive,16,home,0,600.0,10.0,0,0,0,0,0,0,,,
401537461,Emily Engstler defensive 3-seconds (technical,,,0,0.0,0.0,0,0,0,0,0,1,,,2073
401537461,Elena Tsineke,16,home,0,896.0,14.93,7,6,3,0,4,0,,,
401537461,Haley Jones,20,away,0,1376.0,22.93,5,7,1,1,2,0,,,
401537461,Nia Coffey defensive,20,away,0,600.0,10.0,0,0,0,0,0,0,,,
401537461,AD Durr,20,away,1,1084.0,18.07,12,10,7,2,0,0,,,
401537461,Stephanie Jones,16,home,0,939.0,15.65,2,3,0,0,1,1,,,2013
401537461,Ariel Atkins,16,home,1,978.0,16.3,5,3,1,1,0,2,,,1236|1426
401537461,Amanda Zahui B.,16,home,1,723.0,12.05,5,5,3,1,0,4,773.0,1666.0,155|631|773|1666
401537461,Monique Billings,20,away,1,1042.0,17.37,6,7,0,0,1,5,1796.0,2142.0,108|621|1796|2142|2228
401537461,Aari McDonald,20,away,0,1094.0,18.23,6,9,5,1,1,3,1998.0,,418|1335|1998
401537461,Danielle Robinson,20,away,1,1260.0,21.0,2,5,2,0,2,0,,,
401537461,Naz Hillmon,20,away,0,1072.0,17.87,6,5,0,0,0,1,,,2187
401535139,Zia Cooke,6,away,0,1263.0,21.05,12,8,4,2,6,2,,,591|961
401535139,Crystal Bradford,6,away,0,710.0,11.83,4,4,1,0,0,2,,,970|1115
401535139,Nneka Ogwumike,6,away,1,1016.0,16.93,8,7,2,0,1,0,,,
401535139,Evina Westbrook,11,home,0,907.0,15.12,5,7,3,1,0,3,2274.0,,1829|1992|2274
401535139,Lexie Brown,6,away,1,1137.0,18.95,7,6,4,1,0,1,,,1354
401535139,Monika Czinano,6,away,0,562.0,9.37,6,4,0,0,0,3,1853.0,,515|1772|1853
401535139,Liz Dixon,11,home,0,740.0,12.33,4,2,0,0,0,2,,,2054|2086
401535139,Sophie Cunningham,11,home,1,1134.0,18.9,13,5,1,1,2,1,,,534
401535139,Chiney Ogwumike,6,away,1,1019.0,16.98,9,7,1,0,1,3,1532.0,,144|193|1532
401535139,Kadi Sissoko,11,home,0,1128.0,18.8,3,7,4,1,0,1,,,799
401535139,Jordin Canada,6,away,1,828.0,13.8,8,6,0,0,1,1,,,1519
401535139,Brianna Turner,11,home,1,1028.0,17.13,0,0,0,0,0,2,,,862|1235
401535139,Layshia Clarendon,6,away,1,1420.0,23.67,7,3,1,1,2,0,,,
401535139,Sug Sutton,11,home,0,802.0,13.37,3,2,0,0,1,2,,,1195|1458
401535139,Destiny Slocum,11,home,0,702.0,11.7,0,5,4,0,0,0,,,
401535139,Megan Gustafson,11,home,0,574.0,9.57,2,2,1,0,0,1,,,1826
401535139,Joyner Holmes,6,away,0,941.0,15.68,6,5,1,0,0,0,,,
401535139,Karlie Samuelson,6,away,0,579.0,9.65,2,1,0,0,0,3,1862.0,,430|504|1862
401535139,Michaela Onyenwere,11,home,0,701.0,11.68,6,7,0,0,0,1,,,334
401535139,Diana Taurasi,11,home,1,1055.0,17.58,13,7,4,1,4,2,,,1253|1366
401535139,Jennie Simms,11,home,0,721.0,12.02,4,4,2,0,2,3,2189.0,,873|1800|2189
401535139,Brittney Griner,11,home,1,1033.0,17.22,10,5,1,0,8,1,,,1344
401535139,Reshanda Gray,6,away,0,552.0,9.2,4,2,0,0,0,3,2259.0,,2171|2221|2259
401535139,Rae Burrell,6,away,0,1051.0,17.52,9,4,2,0,6,3,1151.9,,846|1139|1152
401535139,Sam Thomas,11,home,0,549.0,9.15,3,1,0,0,2,1,,,2103
401535139,Moriah Jefferson,11,home,1,926.0,15.43,5,5,4,1,0,0,,,
401535139,Yang Liwei,6,away,0,922.0,15.37,8,4,2,2,0,0,,,
401537462,Erica Wheeler,5,home,1,1610.0,26.83,10,12,1,0,2,3,2378.9,,802|1953|2379
401537462,Ashley Joens,3,away,0,348.0,5.8,3,1,1,1,0,1,,,1798
401537462,Awak Kuier,3,away,0,710.0,11.83,2,4,2,0,0,0,,,
401537462,Arike Ogunbowale technical,3,away,0,600.0,10.0,0,0,0,0,0,1,,,1392
401537462,Maddy Siegrist,3,away,0,552.0,9.2,4,5,2,0,0,0,,,
401537462,Kelsey Mitchell,5,home,1,1892.0,31.53,29,18,8,4,5,2,,,214|1141
401537462,NaLyssa Smith,5,home,1,1934.0,32.23,22,12,6,4,4,3,1367.0,,628|952|1367
401537462,Aliyah Boston,5,home,1,1052.0,17.53,8,5,0,0,0,6,734.0,1378.0,10|676|734|1378|1816|2213
401537462,Grace Berger,5,home,0,396.0,6.6,0,0,0,0,0,2,,,1036|1869
401537462,Destanni Henderson,5,home,0,184.0,3.07,0,1,0,0,0,0,,,
401537462,Veronica Burton,3,away,1,1423.0,23.72,9,4,4,3,0,2,,,159|790
401537462,Charli Collier,3,away,0,567.0,9.45,0,1,1,0,2,2,,,409|1662
401537462,Crystal Dangerfield,3,away,0,977.0,16.28,2,4,0,0,0,0,,,
401537462,Jasmine Dickey,3,away,0,570.0,9.5,0,2,0,0,0,1,,,2184
401537462,Queen Egbo,5,home,0,1348.0,22.47,9,8,0,0,5,3,2324.0,,866|976|2324
401537462,Lexie Hull steps,5,home,1,600.0,10.0,0,0,0,0,0,0,,,
401537462,Kristy Wallace,5,home,0,1074.0,17.9,5,4,2,1,2,3,2046.0,,546|1696|2046
401537462,Abby Meyers,3,away,0,76.0,1.27,0,0,0,0,0,0,,,
401537462,Satou Sabally,3,away,1,1487.0,24.78,18,10,5,1,7,3,1963.0,,281|992|1963
401537462,Lexie Hull,5,home,1,1178.0,19.63,7,2,2,1,4,3,1276.0,,649|1223|1276
401537462,Teaira McCowan,3,away,1,1435.0,23.92,14,7,2,1,5,3,1311.0,,670|1250|1311
401537462,Victaria Saxton,5,home,0,466.0,7.77,0,2,0,0,0,4,1825.0,1937.0,543|1755|1825|1937
401537462,Kalani Brown,3,away,0,324.0,5.4,2,1,0,0,1,3,941.0,,222|233|941
401537462,Crystal Dangerfield personal,3,away,0,600.0,10.0,0,0,0,0,0,1,,,2372
401537462,Arike Ogunbowale,3,away,1,1825.0,30.42,18,20,9,2,2,0,,,
401537462,Natasha Howard,3,away,1,1706.0,28.43,11,10,3,1,6,3,2296.0,,815|821|2296
401537462,Maya Caldwell,5,home,0,866.0,14.43,0,0,0,0,0,1,,,1677
401525954,Diamond Miller,8,home,1,1393.0,23.22,7,10,2,0,2,4,939.0,2077.0,459|595|939|2077
401525954,Rachel Banham,8,home,1,1430.0,23.83,14,8,6,3,3,0,,,
401525954,Aerial Powers,8,home,0,852.0,14.2,2,4,0,0,0,3,1818.0,,1011|1105|1818
401525954,Tiffany Mitchell,8,home,0,2019.0,33.65,19,8,1,1,6,2,,,927|1557
401525954,Kristine Anigwe,19,away,0,1160.1,19.33,4,4,0,0,0,3,2344.0,,870|2180|2344
401525954,Diamond Miller steps,8,home,1,600.0,10.0,0,0,0,0,0,0,,,
401525954,Myah Selland,8,home,0,68.0,1.13,0,0,0,0,0,0,,,
401525954,Alanna Smith,19,away,1,1427.0,23.78,6,8,3,0,1,3,1385.0,,1070|1071|1385
401525954,Taylor Soule,8,home,0,1125.0,18.75,8,5,0,0,6,3,1603.0,,985|1161|1603
401525954,Kahleah Copper,19,away,1,1409.0,23.48,18,14,2,0,5,0,,,
401525954,Damiris Dantas,8,home,1,878.0,14.63,3,3,2,1,0,1,,,1934
401525954,Feyonda Fitzgerald,19,away,0,277.0,4.62,2,0,0,0,3,2,,,453|686
401525954,Robyn Parks,19,away,0,939.0,15.65,12,8,6,4,0,2,,,676|1757
401525954,Dorka Juhasz,8,home,0,997.0,16.62,4,3,0,0,2,2,,,600|1520
401525954,Kayana Traylor,19,away,0,990.0,16.5,13,8,6,3,0,0,,,
401525954,Anneli Maley,19,away,0,703.0,11.72,2,2,0,0,1,3,2229.0,,724|771|2229
401525954,Maya Dodson,8,home,0,255.0,4.25,2,1,0,0,0,0,,,
401525954,Kayla McBride,8,home,1,1656.0,27.6,13,9,6,3,2,0,,,
401525954,Rebekah Gardner,19,away,0,1179.0,19.65,4,4,1,0,0,2,,,447|2098
401525954,Morgan Bertsch,19,away,1,1509.9,25.17,12,7,2,0,4,1,,,269
401525954,Brea Beal,8,home,0,582.0,9.7,0,2,0,0,0,0,,,
401525954,Dana Evans,19,away,1,1414.0,23.57,3,6,3,1,0,1,,,1415
401525954,Courtney Williams,19,away,1,992.0,16.53,6,6,1,0,2,0,,,
401525954,Bridget Carleton,8,home,1,745.0,12.42,3,4,1,0,2,3,1162.9,,97|918|1163
401545052,Stefanie Dolson,9,away,0,894.0,14.9,2,4,2,0,0,4,1133.0,1511.0,254|1015|1133|1511
401545052,Kierstan Bell,17,home,0,855.0,14.25,10,5,3,2,0,2,,,1553|1602
401545052,Sydney Colson,17,home,0,361.0,6.02,0,0,0,0,0,0,,,
401545052,Alexis Peterson,17,home,0,979.2,16.32,2,5,1,0,4,2,,,769|2377
401545052,Chelsea Gray,17,home,1,1195.0,19.92,15,12,5,2,1,3,1167.0,,183|356|1167
401545052,Alysha Clark,17,home,0,1323.0,22.05,3,3,2,1,0,2,,,2079|2374
401545052,Jocelyn Willoughby,9,away,0,949.0,15.82,8,4,4,2,2,1,,,2008
401545052,A'ja Wilson,17,home,1,1135.0,18.92,17,8,1,1,4,2,,,949|1340
401545052,DiDi Richards,9,away,0,705.0,11.75,0,2,1,0,0,3,567.0,,374|496|567
401545052,Candace Parker,17,home,1,1201.0,20.02,3,7,4,1,0,0,,,
401545052,Breanna Stewart,9,away,1,1405.0,23.42,9,15,6,1,2,0,,,
401545052,Stephanie Mawuli,9,away,0,798.0,13.3,5,2,2,1,2,3,2063.0,,1717|2018|2063
401545052,Kelsey Plum,17,home,1,1559.8,26.0,22,14,5,2,4,2,,,1315|1443
401545052,Jonquel Jones,9,away,1,927.0,15.45,6,6,3,0,0,1,,,1433
401545052,Epiphanny Prince,9,away,0,747.0,12.45,7,3,1,1,0,1,,,1545
401545052,Cayla George,17,home,0,798.0,13.3,1,5,1,0,2,2,,,1889|1946
401545052,Morgan Green,9,away,0,600.0,10.0,2,2,0,0,0,2,,,1943|2116
401545052,Jackie Young,17,home,1,1365.0,22.75,9,6,3,1,2,1,,,876
401545052,Sika Kone,9,away,0,664.0,11.07,4,2,0,0,0,1,,,2122
401545052,Betnijah Laney,9,away,1,1134.0,18.9,14,9,3,3,1,0,,,
401545052,Kayla Thornton,9,away,1,846.0,14.1,0,2,1,0,0,1,,,1222
401545052,Han Xu,9,away,0,511.0,8.52,2,2,1,0,0,0,,,
401545052,Kiah Stokes,17,home,0,1228.0,20.47,2,2,0,0,0,0,,,
401545052,Nyara Sabally,9,away,0,399.0,6.65,4,1,0,0,2,2,,,1791|1901
401545052,Sabrina Ionescu,9,away,1,1421.0,23.68,14,10,5,3,1,2,,,284|720
401537464,Nia Coffey defensive 3-seconds (technical,,,0,0.0,0.0,0,0,0,0,0,1,,,1318
401537464,Lorela Cubaj,20,home,0,847.0,14.12,2,2,0,0,2,4,1769.0,2367.9,642|1631|1769|2368
401537464,Rebecca Allen,18,away,1,1563.0,26.05,5,8,3,0,4,3,1683.0,,81|1134|1683
401537464,Allisha Gray,20,home,1,1202.0,20.03,12,9,2,0,8,1,,,327
401537464,Leigha Brown,20,home,0,782.0,13.03,7,2,1,0,6,2,,,821|909
401537464,Laeticia Amihere,20,home,0,536.0,8.93,4,3,0,0,3,1,,,2153
401537464,Caitlin Bickle,18,away,0,734.0,12.23,2,0,0,0,2,5,1986.0,2182.0,1839|1897|1986|2182|2199
401537464,Jayla Everett,18,away,0,276.0,4.6,0,1,0,0,0,3,2312.0,,2223|2287|2312
401537464,Olivia Nelson-Ododa,18,away,0,641.0,10.68,8,3,0,0,2,6,1087.0,1708.0,716|855|1087|1708|1737|2147
401537464,Tiffany Hayes,18,away,1,1470.0,24.5,20,9,2,1,8,0,,,
401537464,Nia Coffey,20,home,1,999.0,16.65,2,3,2,0,0,2,,,1170|1291
401537464,Brionna Jones,18,away,1,1196.0,19.93,12,10,0,0,2,4,1022.0,1588.0,560|1009|1022|1588
401537464,Rhyne Howard,20,home,1,584.0,9.73,4,6,3,0,0,0,,,
401537464,Tyasha Harris,18,away,0,1456.1,24.27,8,9,1,0,0,2,,,399|2014
401537464,Haley Jones,20,home,0,1115.0,18.58,4,5,0,0,1,1,,,1828
401537464,Nia Coffey defensive,20,home,0,600.0,10.0,0,0,0,0,0,0,,,
401537464,AD Durr,20,home,0,855.0,14.25,11,9,5,2,2,0,,,
401537464,Natisha Hiedeman,18,away,1,1235.9,20.6,7,7,4,1,0,2,,,274|867
401537464,Aari McDonald,20,home,0,1190.1,19.83,11,4,3,2,3,2,,,501|1426
401537464,Stephanie White technical,18,away,0,600.0,10.0,0,0,0,0,0,1,,,2100
401537464,Danielle Robinson,20,home,1,1419.9,23.67,3,5,1,0,4,4,1141.9,1934.0,304|1113|1142|1934
401537464,Cheyenne Parker,20,home,1,1605.0,26.75,5,7,0,0,2,2,,,190|1393
401537464,Alyssa Thomas,18,away,1,1160.0,19.33,10,8,0,0,2,4,814.0,1647.0,333|791|814|1647
401537464,Naz Hillmon,20,home,0,865.0,14.42,3,5,1,0,1,4,1509.0,1580.0,413|1480|1509|1580
401537464,DiJonai Carrington,18,away,0,1199.0,19.98,8,9,4,2,0,1,,,762
401537464,Lauren Cox,18,away,0,1069.0,17.82,5,2,1,1,0,1,,,1074
401507130,Alyssa Thomas technical,18,away,0,600.0,10.0,0,0,0,0,0,1,,,695
