game_id,matchup_diff,margin,season
401736273,-0.4297031848786612,-26.0,2025
401736274,1.9555800587998327,-16.0,2025
401736275,0.8872747910908296,-4.0,2025
401736276,-3.687431203408769,-16.0,2025
401736277,-2.056642115855001,10.0,2025
401736278,-2.044331886611906,-2.0,2025
401736279,3.021125041853573,17.0,2025
401736280,-2.049082518002485,-15.0,2025
401736281,1.035734872573047,6.0,2025
401736282,-1.2425349551165226,-3.0,2025
401736283,1.5119910832283219,7.0,2025
401736284,-0.7395549917300674,-1.0,2025
401736285,-0.5909487603365016,23.0,2025
401736286,-3.0668437627087144,16.0,2025
401736287,-6.576067841409145,-7.0,2025
401736288,-3.4106255219108386,-10.0,2025
401736289,3.297431748163486,-2.0,2025
401736290,-0.1156093303288312,-53.0,2025
401736291,-0.4644585212186078,16.0,2025
401736292,-1.9048485375753854,-9.0,2025
401736293,-1.3225660478220633,-16.0,2025
401736294,-5.273115785103537,24.0,2025
401736295,-0.527313834510007,-4.0,2025
401736296,2.4470990327062903,9.0,2025
401736297,-1.5276053058217085,14.0,2025
401736298,-3.5070994905926645,9.0,2025
401736299,1.8157357809946562,16.0,2025
401736300,0.46703280549783854,-4.0,2025
401736301,3.4457107135888956,-6.0,2025
